# case	disease	pipeline_name	pipeline_version	timestamp	C3Y	DCC_path	filesize	file_format	md5sum	sample_name	sample_uuid
C3L-02646	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02646.singleCaller.fixedHeader.vcf.gz	10079042	VCF	b457c2a5e776da999817d71afa0cc48a	C3L-02646.WXS.N.hg38	3ec28d87-2158-4bc0-a3b4-7a1c7d9baff8
C3L-02648	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02648.maf.gz	20850546	MAF	5ba0cff3e46e841c581eeb07a120efd3	C3L-02648.WXS.N.hg38	a839aaf0-87e8-4e89-a730-0cd8c2755ab6
C3L-02648	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02648.singleCaller.fixedHeader.vcf.gz	12828841	VCF	07ebb1bc556abfb013f041b2eb607b68	C3L-02648.WXS.N.hg38	a839aaf0-87e8-4e89-a730-0cd8c2755ab6
C3L-02649	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02649.maf.gz	21502358	MAF	acedd74d593c788c36699081d268a9a2	C3L-02649.WXS.N.hg38	27360f7f-8ce2-4af0-a09e-907e71b0f0f8
C3L-02649	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02649.singleCaller.fixedHeader.vcf.gz	13475641	VCF	33a448873fd30840488128452ab8b28f	C3L-02649.WXS.N.hg38	27360f7f-8ce2-4af0-a09e-907e71b0f0f8
C3L-02650	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02650.maf.gz	17153749	MAF	0c21ccd3c28aa0d50284e64887e66010	C3L-02650.WXS.N.hg38	07577c36-658a-4b52-97c4-bf6f818dae04
C3L-02650	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02650.singleCaller.fixedHeader.vcf.gz	11279979	VCF	463271f6d1359f4b427a6905698e7843	C3L-02650.WXS.N.hg38	07577c36-658a-4b52-97c4-bf6f818dae04
C3L-02660	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02660.maf.gz	17972351	MAF	fcf4fed5b5c6270ce84bc26669186e4a	C3L-02660.WXS.N.hg38	8123ed94-befe-4a1f-9cc1-234fbd1f8504
C3L-02660	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02660.singleCaller.fixedHeader.vcf.gz	10828503	VCF	5b3608218851e36e5f4d200ab64bea61	C3L-02660.WXS.N.hg38	8123ed94-befe-4a1f-9cc1-234fbd1f8504
C3L-02665	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02665.maf.gz	24195324	MAF	dee1faae8386e3ed78a9d7e796e91dea	C3L-02665.WXS.N.hg38	9db5fa11-bd55-4e4e-b441-21e5c745a879
C3L-02665	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02665.singleCaller.fixedHeader.vcf.gz	14490553	VCF	a25d511cb5fd01a0e708f5abd3c5e0b2	C3L-02665.WXS.N.hg38	9db5fa11-bd55-4e4e-b441-21e5c745a879
C3L-02669	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02669.maf.gz	17695554	MAF	d47cab377443e655e2b9447d8669169f	C3L-02669.WXS.N.hg38	60a2da6d-6b97-4294-b514-bcba20bd27d0
C3L-02669	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02669.singleCaller.fixedHeader.vcf.gz	11997914	VCF	bb5250b6d2376ae84276598305e25d92	C3L-02669.WXS.N.hg38	60a2da6d-6b97-4294-b514-bcba20bd27d0
C3L-02891	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02891.maf.gz	22599179	MAF	4008d5cb4437d44090f4107cb1067ae7	C3L-02891.WXS.N.hg38	c15eaede-f5db-4ac7-a092-a780a9644873
C3L-02891	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02891.singleCaller.fixedHeader.vcf.gz	13748991	VCF	77715f834531a273b00d33d6628a7e7c	C3L-02891.WXS.N.hg38	c15eaede-f5db-4ac7-a092-a780a9644873
C3L-02951	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02951.maf.gz	24576701	MAF	6fc8a410cbbe349b7dc47a2c4d0e37f3	C3L-02951.WXS.N.hg38	e8287cd5-5064-4d21-acb7-0bf366e3a13a
C3L-02951	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02951.singleCaller.fixedHeader.vcf.gz	15062667	VCF	90acaefc289a4727524e5271c30fef7e	C3L-02951.WXS.N.hg38	e8287cd5-5064-4d21-acb7-0bf366e3a13a
C3L-02963	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02963.maf.gz	20375628	MAF	70a87e2f665fa8bde00faddcd4b07404	C3L-02963.WXS.N.hg38	7af14987-fede-4019-89a3-30af14f759ba
C3L-02963	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02963.singleCaller.fixedHeader.vcf.gz	12189720	VCF	737b35a132d34a268a785269a786dc40	C3L-02963.WXS.N.hg38	7af14987-fede-4019-89a3-30af14f759ba
C3L-02964	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02964.maf.gz	20091682	MAF	1ccd689282a190f3e1e220ab384507af	C3L-02964.WXS.N.hg38	fe1700a9-ae84-45d9-9932-91f0ecd566f7
C3L-02964	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02964.singleCaller.fixedHeader.vcf.gz	12144923	VCF	fcd347b6554c68ddf0ca814d7069bb7c	C3L-02964.WXS.N.hg38	fe1700a9-ae84-45d9-9932-91f0ecd566f7
C3L-02968	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02968.maf.gz	20194102	MAF	d1d59f2d3ed80ed815db21e9ed04199e	C3L-02968.WXS.N.hg38	45d7684e-34ea-4a8e-8125-1af1b198ce24
C3L-02968	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02968.singleCaller.fixedHeader.vcf.gz	14406777	VCF	9232847614544facaa0fa7fabc1f0107	C3L-02968.WXS.N.hg38	45d7684e-34ea-4a8e-8125-1af1b198ce24
C3L-02969	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02969.maf.gz	19314086	MAF	4f2ebd88b8cfd9baacb804a36b525f68	C3L-02969.WXS.N.hg38	8dbe033e-6dd6-4d4b-a249-84a116bb801e
C3L-02969	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-02969.singleCaller.fixedHeader.vcf.gz	13744897	VCF	1b91a620c68297ef88d908e03709d12b	C3L-02969.WXS.N.hg38	8dbe033e-6dd6-4d4b-a249-84a116bb801e
C3L-03272	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-03272.maf.gz	24728169	MAF	35c4b41cae2c9c2fed71685087febd6b	C3L-03272.WXS.N.hg38	baf9a640-5ccc-4af5-93b1-e0c0f3d51d97
C3L-03272	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-03272.singleCaller.fixedHeader.vcf.gz	16369217	VCF	b4560856e071787f39dfd6487ddbe62b	C3L-03272.WXS.N.hg38	baf9a640-5ccc-4af5-93b1-e0c0f3d51d97
C3L-03678	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-03678.maf.gz	25486796	MAF	01d75de0159e0e42a1f89a4a0aac1b94	C3L-03678.WXS.N.hg38	26abe382-68a7-49e1-8739-0012eccaaa2c
C3L-03678	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-03678.singleCaller.fixedHeader.vcf.gz	15811391	VCF	ae91f1513597ab70a592f503836d67f7	C3L-03678.WXS.N.hg38	26abe382-68a7-49e1-8739-0012eccaaa2c
C3L-03961	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-03961.maf.gz	23887319	MAF	23742139bc8b2bc70c8c4f8a31258c77	C3L-03961.WXS.N.hg38	4ad060d2-2819-4203-8e6c-92041543ab83
C3L-03961	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-03961.singleCaller.fixedHeader.vcf.gz	14463617	VCF	c1b4d511033307866948d1dbcf3b9120	C3L-03961.WXS.N.hg38	4ad060d2-2819-4203-8e6c-92041543ab83
C3L-03962	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-03962.maf.gz	22898031	MAF	4242b58347a663928e9e7ee6d04dbb5e	C3L-03962.WXS.N.hg38	2fe277de-9a3a-47e9-8a69-33ed1f7da0ff
C3L-03962	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-03962.singleCaller.fixedHeader.vcf.gz	15091324	VCF	f24d0d12a1d4cd4ba0cb7d4871357b5f	C3L-03962.WXS.N.hg38	2fe277de-9a3a-47e9-8a69-33ed1f7da0ff
C3L-03963	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-03963.maf.gz	20979948	MAF	a99bdfdc3a569bc051c3619054c9743d	C3L-03963.WXS.N.hg38	04555288-8327-4491-89cd-a06803176765
C3L-03963	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-03963.singleCaller.fixedHeader.vcf.gz	11510992	VCF	5380c8629fa105bfc5fa774d20469ee9	C3L-03963.WXS.N.hg38	04555288-8327-4491-89cd-a06803176765
C3L-03965	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-03965.maf.gz	30694787	MAF	8c927c841b70e83412dbcd6f66a0011d	C3L-03965.WXS.N.hg38	1b195337-628b-4637-9c1d-f36d99df8e98
C3L-03965	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-03965.singleCaller.fixedHeader.vcf.gz	20656997	VCF	4c7b69b36ab435b5fb79e3173cafe4b5	C3L-03965.WXS.N.hg38	1b195337-628b-4637-9c1d-f36d99df8e98
C3L-04013	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-04013.maf.gz	19216248	MAF	83c2573038213479d648fb91e698c874	C3L-04013.WXS.N.hg38	79babf82-0500-4b82-b76d-81919961bc8f
C3L-04013	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-04013.singleCaller.fixedHeader.vcf.gz	12134753	VCF	ca1825d088f213ca0b5e580ea7e354c6	C3L-04013.WXS.N.hg38	79babf82-0500-4b82-b76d-81919961bc8f
C3L-04014	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-04014.maf.gz	24578888	MAF	11c904f45cf823288bfb528f60e4837b	C3L-04014.WXS.N.hg38	bcd0fdb2-0ee7-4cc8-88e1-483f364e627d
C3L-04014	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-04014.singleCaller.fixedHeader.vcf.gz	14668529	VCF	95d33166d847c924b363067a41da453b	C3L-04014.WXS.N.hg38	bcd0fdb2-0ee7-4cc8-88e1-483f364e627d
C3L-04071	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-04071.maf.gz	25295865	MAF	dc04f25f646190b658808b874e9cded7	C3L-04071.WXS.N.hg38	e401f9d3-e7dd-4353-be52-a003345619c2
C3L-04071	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-04071.singleCaller.fixedHeader.vcf.gz	14150817	VCF	45f650728088204dde1ae9db75e38bf8	C3L-04071.WXS.N.hg38	e401f9d3-e7dd-4353-be52-a003345619c2
C3L-04391	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-04391.maf.gz	20866874	MAF	2d120fa0f264017ea1e47ac9d1aded7c	C3L-04391.WXS.N.hg38	fa19091c-05eb-40a3-8a34-08b810ae7475
C3L-04391	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3L-04391.singleCaller.fixedHeader.vcf.gz	11368834	VCF	1111f6b7116581b9916dbcf5fab72bd2	C3L-04391.WXS.N.hg38	fa19091c-05eb-40a3-8a34-08b810ae7475
C3N-00211	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-00211.maf.gz	22136982	MAF	b4a7f44f15d225753c7f59352364aa89	C3N-00211.WXS.N.hg38	7f5f833c-d120-4318-97b6-8988f74e29e3
C3N-00211	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-00211.singleCaller.fixedHeader.vcf.gz	17061268	VCF	a90c8edc0a29277568b66c3f70981bfa	C3N-00211.WXS.N.hg38	7f5f833c-d120-4318-97b6-8988f74e29e3
C3N-00221	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-00221.maf.gz	25298374	MAF	621e1f51aaba4b66007105474479bdab	C3N-00221.WXS.N.hg38	7e51f93b-4b7d-4ca4-8219-ed573476b6b8
C3N-00221	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-00221.singleCaller.fixedHeader.vcf.gz	17227708	VCF	7be7576f453d3aef3af16516514b657d	C3N-00221.WXS.N.hg38	7e51f93b-4b7d-4ca4-8219-ed573476b6b8
C3N-00247	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-00247.maf.gz	19696857	MAF	a88d9df336b6f6d8d27801def6154651	C3N-00247.WXS.N.hg38	c13e3765-ba34-45be-ad45-8761f8668d93
C3N-00247	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-00247.singleCaller.fixedHeader.vcf.gz	12989502	VCF	c191b4680731df01bab46797c671289b	C3N-00247.WXS.N.hg38	c13e3765-ba34-45be-ad45-8761f8668d93
C3N-00309	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-00309.maf.gz	18775832	MAF	677090c00be7f838843b1090e36d43f3	C3N-00309.WXS.N.hg38	6d2cdd4a-04dc-49ce-ba4a-219ffdbd7eb5
C3N-00309	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-00309.singleCaller.fixedHeader.vcf.gz	12470401	VCF	e2be5cc9db1871d4f281b045b583ad2d	C3N-00309.WXS.N.hg38	6d2cdd4a-04dc-49ce-ba4a-219ffdbd7eb5
C3N-00497	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-00497.maf.gz	18957515	MAF	441171f00f5d3abbc1685e9b38cef30d	C3N-00497.WXS.N.hg38	598a9eb0-2b5a-4f39-a887-06b08a40f2eb
C3N-00497	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-00497.singleCaller.fixedHeader.vcf.gz	13658408	VCF	175b173a8c742ad8483145718b7d7c4d	C3N-00497.WXS.N.hg38	598a9eb0-2b5a-4f39-a887-06b08a40f2eb
C3N-00555	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-00555.maf.gz	17224458	MAF	63b3b4963f05583182383f1937e1a740	C3N-00555.WXS.N.hg38	dbde810d-19ef-4825-8f83-f93f62b822d6
C3N-00555	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-00555.singleCaller.fixedHeader.vcf.gz	13313598	VCF	2d08c8ba981734819d0b892f2336cce8	C3N-00555.WXS.N.hg38	dbde810d-19ef-4825-8f83-f93f62b822d6
C3N-00839	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-00839.maf.gz	16323924	MAF	e12a9da0e2039dc874c8313caa224c2a	C3N-00839.WXS.N.hg38	832224b4-903f-49d3-ab34-e5ca88d99a54
C3N-00839	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-00839.singleCaller.fixedHeader.vcf.gz	10988559	VCF	5f9a11e7267b0c5f51a2624fea646bf3	C3N-00839.WXS.N.hg38	832224b4-903f-49d3-ab34-e5ca88d99a54
C3N-01017	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-01017.maf.gz	20584096	MAF	5f40dcbac724a64f189e20e679f28326	C3N-01017.WXS.N.hg38	c8f97c22-a5e5-4a29-82ac-94a83be13c2c
C3N-01017	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-01017.singleCaller.fixedHeader.vcf.gz	13691150	VCF	099935a76c10c1ddfa13204801dc2b4a	C3N-01017.WXS.N.hg38	c8f97c22-a5e5-4a29-82ac-94a83be13c2c
C3N-01018	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-01018.maf.gz	23003140	MAF	17fc16739fbb02d5bd2947f30e2fe75e	C3N-01018.WXS.N.hg38	19750858-9f8a-45c7-86f3-21042eac7e55
C3N-01018	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-01018.singleCaller.fixedHeader.vcf.gz	15851121	VCF	7b1142c6636948d0c4e2e35df5817810	C3N-01018.WXS.N.hg38	19750858-9f8a-45c7-86f3-21042eac7e55
C3N-01020	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-01020.maf.gz	19339824	MAF	13a53c3586be1c72dd1da4eddcb572cf	C3N-01020.WXS.N.hg38	b768e63b-8d6f-4162-bdf2-2b22861890de
C3N-01020	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-01020.singleCaller.fixedHeader.vcf.gz	12739324	VCF	3c536e8accb1e57d65e0b2b2d642fc19	C3N-01020.WXS.N.hg38	b768e63b-8d6f-4162-bdf2-2b22861890de
C3N-01025	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-01025.maf.gz	17211710	MAF	10a885cc38263cfdf620013421d8a159	C3N-01025.WXS.N.hg38	70c998a7-7458-4e01-b2f9-d6f11ff36c7c
C3N-01025	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-01025.singleCaller.fixedHeader.vcf.gz	11110529	VCF	4e265552a9c9a6da757aed0f4cb4c908	C3N-01025.WXS.N.hg38	70c998a7-7458-4e01-b2f9-d6f11ff36c7c
C3N-01028	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-01028.maf.gz	22167183	MAF	30bb1c71c8d3ec6ba0bef8a739bf2fff	C3N-01028.WXS.N.hg38	d72971a0-0f9c-4978-aeaf-441aa81fc4a5
C3N-01028	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-01028.singleCaller.fixedHeader.vcf.gz	15973966	VCF	794409ffc33d4f8546b12303b5207718	C3N-01028.WXS.N.hg38	d72971a0-0f9c-4978-aeaf-441aa81fc4a5
C3N-01194	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-01194.maf.gz	15585312	MAF	d729fc917ff55988d45579ee50418cd9	C3N-01194.WXS.N.hg38	46d74866-1e75-4cc7-b4ff-edeed248f414
C3N-01194	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-01194.singleCaller.fixedHeader.vcf.gz	9102820	VCF	c612f1de4e0bd6b20be5745eeba545d3	C3N-01194.WXS.N.hg38	46d74866-1e75-4cc7-b4ff-edeed248f414
C3N-01411	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-01411.maf.gz	25031512	MAF	0f821ad48674345413d46e73805cc091	C3N-01411.WXS.N.hg38	3fe87e46-aa3d-47ce-9062-a38a810a865a
C3N-01411	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-01411.singleCaller.fixedHeader.vcf.gz	18323622	VCF	604bfe59e38bd88662f35b8c7e57509e	C3N-01411.WXS.N.hg38	3fe87e46-aa3d-47ce-9062-a38a810a865a
C3N-01846	LSCC	WXS_Germline	v1.1	20200425	Y3	/CPTAC3.Y3_WashU/LSCC/CPTAC3_LSCC_WXS_Germline_v1.1_LSCC.germline.GW_20200425/C3N-01846.maf.gz	18634926	MAF	d8058c60eda74d7ec0652c35b0980e46	C3N-01846.WXS.N.hg38	6fd023ee-ac38-43b3-a65a-8b56f0a445ac
